mode	prog_id	rc	opt_sha256	report_sha256	pass_summary
kinsn5	512	0	5619c3797552b2040862d374c3d99a018c09467c180320b444a22a7989f81745	6a056b1a97421a6a9982a4af71bf35363f90306b6b9276016a6ad21d9ca9d00a	[{"pass":"bulk_memory","changed":true,"sites":3,"before":3041,"after":3035},{"pass":"rotate","changed":false,"sites":0,"before":3035,"after":3035},{"pass":"cond_select","changed":false,"sites":0,"before":3035,"after":3035},{"pass":"extract","changed":true,"sites":1,"before":3035,"after":3035},{"pass":"endian_fusion","changed":false,"sites":0,"before":3035,"after":3035}]
default11	512	0	905991e7dd7957fff342d1f6062730a37ba1ac897a5a135b0ea4d7a2e392025f	07a12a063f62c1000b4f0ae367b2cb74367f25cee3b1f4d0496716370496f40e	[{"pass":"map_inline","changed":false,"sites":0,"before":3041,"after":3041},{"pass":"const_prop","changed":true,"sites":17,"before":3041,"after":3042},{"pass":"dce","changed":false,"sites":0,"before":3042,"after":3042},{"pass":"skb_load_bytes_spec","changed":false,"sites":0,"before":3042,"after":3042},{"pass":"bounds_check_merge","changed":false,"sites":0,"before":3042,"after":3042},{"pass":"wide_mem","changed":true,"sites":4,"before":3042,"after":3030},{"pass":"bulk_memory","changed":true,"sites":3,"before":3030,"after":3024},{"pass":"rotate","changed":false,"sites":0,"before":3024,"after":3024},{"pass":"cond_select","changed":false,"sites":0,"before":3024,"after":3024},{"pass":"extract","changed":true,"sites":1,"before":3024,"after":3024},{"pass":"endian_fusion","changed":false,"sites":0,"before":3024,"after":3024}]
kinsn5	513	0	8168297d4c4e346a19a96e180b06f3e949cd3e896a38e807443c5a3c802fde96	17c47678aa486d19d01e294e16edb28e1f2058bae705d0a3f9fdf83c713fd1d6	[{"pass":"bulk_memory","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"rotate","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"cond_select","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"extract","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"endian_fusion","changed":false,"sites":0,"before":2174,"after":2174}]
default11	513	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
kinsn5	519	0	f4548e11ba8103ed74c69dbb007f33df4672bbc57578ffdf7459f1ff052d53c4	e9040f68ae51d5962b4fafde1e281dc0c2703f8edcfbd2b72a507901ff64177a	[{"pass":"bulk_memory","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"rotate","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"cond_select","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"extract","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"endian_fusion","changed":false,"sites":0,"before":3582,"after":3582}]
default11	519	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
kinsn5	524	0	18be66c3d60d8aeef4b0e41aa1a7c182ada4a99952fd57a69eab5f25d5405a71	17c47678aa486d19d01e294e16edb28e1f2058bae705d0a3f9fdf83c713fd1d6	[{"pass":"bulk_memory","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"rotate","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"cond_select","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"extract","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"endian_fusion","changed":false,"sites":0,"before":2174,"after":2174}]
default11	524	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
kinsn5	526	0	1545972a2477a7cb8457dfd6f6925680312e3ff214a706a4701ea6d670a328b8	e9040f68ae51d5962b4fafde1e281dc0c2703f8edcfbd2b72a507901ff64177a	[{"pass":"bulk_memory","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"rotate","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"cond_select","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"extract","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"endian_fusion","changed":false,"sites":0,"before":3582,"after":3582}]
default11	526	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
kinsn5	528	0	09a59cdc4ebeed3cd09b8e38e8f4aa97b0eced456e0a4badb6e184b8b7c83484	e9040f68ae51d5962b4fafde1e281dc0c2703f8edcfbd2b72a507901ff64177a	[{"pass":"bulk_memory","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"rotate","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"cond_select","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"extract","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"endian_fusion","changed":false,"sites":0,"before":3582,"after":3582}]
default11	528	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
kinsn5	529	0	8e5fe86e3d017e4ca9f3aa84fe20f9dd64b26e59206fec35c80f3bd815718246	17c47678aa486d19d01e294e16edb28e1f2058bae705d0a3f9fdf83c713fd1d6	[{"pass":"bulk_memory","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"rotate","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"cond_select","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"extract","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"endian_fusion","changed":false,"sites":0,"before":2174,"after":2174}]
default11	529	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
kinsn5	537	0	9b84943d91f59c25e45804b2e33c8b00c7c7f81ef3c058fe532124a50b1b5eee	17c47678aa486d19d01e294e16edb28e1f2058bae705d0a3f9fdf83c713fd1d6	[{"pass":"bulk_memory","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"rotate","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"cond_select","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"extract","changed":false,"sites":0,"before":2174,"after":2174},{"pass":"endian_fusion","changed":false,"sites":0,"before":2174,"after":2174}]
default11	537	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
kinsn5	540	0	449ba7ea56d64cf769f15172e6c62858275638ab729ba9b92603f83303fe81d3	e9040f68ae51d5962b4fafde1e281dc0c2703f8edcfbd2b72a507901ff64177a	[{"pass":"bulk_memory","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"rotate","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"cond_select","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"extract","changed":false,"sites":0,"before":3582,"after":3582},{"pass":"endian_fusion","changed":false,"sites":0,"before":3582,"after":3582}]
default11	540	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	missing	no-report
